Lat,Lon,Country,Sunlight,Temp,Cloud
-40.900557,174.88597099999998,New Zealand,159695.7499999999,64.50819672131148,40.02732240437158
-25.274398,133.775136,Australia,219802.2600000001,83.81967213114754,17.295081967213115
-23.442503,-58.44383199999999,Paraguay,192907.23000000004,91.79234972677595,27.598360655737704
-20.348404000000002,57.552152,Mauritius,119776.00000000009,80.5464480874317,54.88251366120219
-18.766947000000002,46.869107,Madagascar,178899.52999999988,75.62295081967213,32.44535519125683
-9.189967,-75.015152,Peru,167880.94000000012,97.30054644808743,36.756830601092894
-6.369028,34.888822,Tanzania,189145.41999999995,87.4207650273224,28.808743169398905
-3.3730559999999996,29.918885999999997,Burundi,200225.05000000002,77.58196721311475,24.683060109289617
-1.940278,29.873888,Rwanda,196299.8699999999,82.53825136612022,26.207650273224044
6.4280550000000005,-9.429499,Liberia,135404.54000000012,91.74043715846994,48.87431693989071
8.619543,0.824782,Togo,189687.3500000001,96.34972677595628,28.278688524590162
9.30769,2.315834,Benin,183734.46,97.55737704918033,30.469945355191257
9.945587,-9.696645,Guinea,193411.69,98.18852459016394,26.939890710382514
18.109581,-77.297508,Jamaica,161354.24999999985,89.3879781420765,39.368852459016395
26.3351,17.228331,Libya,244992.10999999993,88.77322404371584,8.576502732240437
33.93911,67.709953,Afghanistan,231577.56000000014,52.568306010928964,13.912568306010929
34.802075,38.996815000000005,Syria,239481.90000000014,82.9535519125683,11.28688524590164
35.126413,33.429859,Cyprus,227207.18999999977,82.27595628415301,16.218579234972676
37.09024,-95.712891,United States,150707.4500000001,70.8415300546448,44.032786885245905
38.969719,59.556278000000006,Turkmenistan,221204.66999999993,73.86612021857924,18.55191256830601
45.943160999999996,24.96676,Romania,156474.41999999993,61.65300546448088,43.33879781420765
46.818188,8.227511999999999,Switzerland,148603.34000000008,47.18852459016394,44.0792349726776
52.132633,5.291266,Netherlands,126326.55000000002,58.42896174863388,53.80054644808743
56.130366,-106.34677099999999,Canada,103660.63000000006,43.278688524590166,63.978142076502735
56.26392,9.501785,Denmark,107237.95,54.505464480874316,62.24863387978142
56.879635,24.603189,Latvia,123432.02999999998,51.97267759562842,59.91530054644809
58.595271999999994,25.013607,Estonia,109344.07000000005,49.185792349726775,64.77868852459017
60.128161,18.643501,Sweden,133907.62000000002,48.47267759562842,55.26775956284153
60.472024,8.468946,Norway,138585.02999999997,40.01092896174863,50.37431693989071
61.92411,25.748151,Finland,96231.91,46.221311475409834,69.9207650273224
64.96305100000001,-19.020835,Iceland,140076.6999999999,34.80054644808743,50.78142076502732
